,animal,pair,strain,region,wavelength,value,experiment,movement,region_mvmt
22113,116,0,SAY47,pm7,r,1.3002846017591956,2017_02_22-HD233_SAY47,0,PosteriorBulb
22114,116,0,SAY47,pm7,r,1.3002846017591956,2017_02_22-HD233_SAY47,0,SidesOfTip
22115,116,0,SAY47,pm7,r,1.3002846017591956,2017_02_22-HD233_SAY47,0,Tip
22116,117,0,SAY47,pm7,r,1.3753837908975666,2017_02_22-HD233_SAY47,0,AnteriorBulb
22117,117,0,SAY47,pm7,r,1.3753837908975666,2017_02_22-HD233_SAY47,0,PosteriorBulb
22118,117,0,SAY47,pm7,r,1.3753837908975666,2017_02_22-HD233_SAY47,0,SidesOfTip
22119,117,0,SAY47,pm7,r,1.3753837908975666,2017_02_22-HD233_SAY47,0,Tip
22120,118,0,SAY47,pm7,r,1.330731279569248,2017_02_22-HD233_SAY47,0,AnteriorBulb
22121,118,0,SAY47,pm7,r,1.330731279569248,2017_02_22-HD233_SAY47,0,PosteriorBulb
22122,118,0,SAY47,pm7,r,1.330731279569248,2017_02_22-HD233_SAY47,0,SidesOfTip
22123,118,0,SAY47,pm7,r,1.330731279569248,2017_02_22-HD233_SAY47,0,Tip
22124,119,0,SAY47,pm7,r,1.4920766435206898,2017_02_22-HD233_SAY47,3,AnteriorBulb
22125,119,0,SAY47,pm7,r,1.4920766435206898,2017_02_22-HD233_SAY47,3,PosteriorBulb
22126,119,0,SAY47,pm7,r,1.4920766435206898,2017_02_22-HD233_SAY47,3,SidesOfTip
22127,119,0,SAY47,pm7,r,1.4920766435206898,2017_02_22-HD233_SAY47,3,Tip
22128,120,0,SAY47,pm7,r,1.6033090331427373,2017_02_22-HD233_SAY47,0,AnteriorBulb
22129,120,0,SAY47,pm7,r,1.6033090331427373,2017_02_22-HD233_SAY47,0,PosteriorBulb
22130,120,0,SAY47,pm7,r,1.6033090331427373,2017_02_22-HD233_SAY47,0,SidesOfTip
22131,120,0,SAY47,pm7,r,1.6033090331427373,2017_02_22-HD233_SAY47,0,Tip
22132,121,0,SAY47,pm7,r,1.5303045696517856,2017_02_22-HD233_SAY47,0,AnteriorBulb
22133,121,0,SAY47,pm7,r,1.5303045696517856,2017_02_22-HD233_SAY47,0,PosteriorBulb
22134,121,0,SAY47,pm7,r,1.5303045696517856,2017_02_22-HD233_SAY47,0,SidesOfTip
22135,121,0,SAY47,pm7,r,1.5303045696517856,2017_02_22-HD233_SAY47,0,Tip
22136,122,0,SAY47,pm7,r,1.5062438744173836,2017_02_22-HD233_SAY47,0,AnteriorBulb
22137,122,0,SAY47,pm7,r,1.5062438744173836,2017_02_22-HD233_SAY47,0,PosteriorBulb
22138,122,0,SAY47,pm7,r,1.5062438744173836,2017_02_22-HD233_SAY47,0,SidesOfTip
22139,122,0,SAY47,pm7,r,1.5062438744173836,2017_02_22-HD233_SAY47,0,Tip
22140,0,1,HD233,pm7,r,1.5112298720012922,2017_02_22-HD233_SAY47,0,AnteriorBulb
22141,0,1,HD233,pm7,r,1.5112298720012922,2017_02_22-HD233_SAY47,0,PosteriorBulb
22142,0,1,HD233,pm7,r,1.5112298720012922,2017_02_22-HD233_SAY47,0,SidesOfTip
22143,0,1,HD233,pm7,r,1.5112298720012922,2017_02_22-HD233_SAY47,0,Tip
22144,1,1,HD233,pm7,r,1.4803249899109032,2017_02_22-HD233_SAY47,0,AnteriorBulb
22145,1,1,HD233,pm7,r,1.4803249899109032,2017_02_22-HD233_SAY47,0,PosteriorBulb
22146,1,1,HD233,pm7,r,1.4803249899109032,2017_02_22-HD233_SAY47,1,SidesOfTip
22147,1,1,HD233,pm7,r,1.4803249899109032,2017_02_22-HD233_SAY47,0,Tip
22148,2,1,HD233,pm7,r,1.4434736634372187,2017_02_22-HD233_SAY47,0,AnteriorBulb
22149,2,1,HD233,pm7,r,1.4434736634372187,2017_02_22-HD233_SAY47,0,PosteriorBulb
22150,2,1,HD233,pm7,r,1.4434736634372187,2017_02_22-HD233_SAY47,0,SidesOfTip
22151,2,1,HD233,pm7,r,1.4434736634372187,2017_02_22-HD233_SAY47,0,Tip
22152,3,1,HD233,pm7,r,1.6654153151075686,2017_02_22-HD233_SAY47,0,AnteriorBulb
22153,3,1,HD233,pm7,r,1.6654153151075686,2017_02_22-HD233_SAY47,0,PosteriorBulb
22154,3,1,HD233,pm7,r,1.6654153151075686,2017_02_22-HD233_SAY47,0,SidesOfTip
22155,3,1,HD233,pm7,r,1.6654153151075686,2017_02_22-HD233_SAY47,0,Tip
22156,4,1,HD233,pm7,r,1.6538899579201516,2017_02_22-HD233_SAY47,0,AnteriorBulb
22157,4,1,HD233,pm7,r,1.6538899579201516,2017_02_22-HD233_SAY47,0,PosteriorBulb
22158,4,1,HD233,pm7,r,1.6538899579201516,2017_02_22-HD233_SAY47,0,SidesOfTip
22159,4,1,HD233,pm7,r,1.6538899579201516,2017_02_22-HD233_SAY47,0,Tip
22160,5,1,HD233,pm7,r,1.6167225845523177,2017_02_22-HD233_SAY47,0,AnteriorBulb
22161,5,1,HD233,pm7,r,1.6167225845523177,2017_02_22-HD233_SAY47,0,PosteriorBulb
22162,5,1,HD233,pm7,r,1.6167225845523177,2017_02_22-HD233_SAY47,0,SidesOfTip
22163,5,1,HD233,pm7,r,1.6167225845523177,2017_02_22-HD233_SAY47,0,Tip
22164,6,1,HD233,pm7,r,1.8307470551152334,2017_02_22-HD233_SAY47,0,AnteriorBulb
22165,6,1,HD233,pm7,r,1.8307470551152334,2017_02_22-HD233_SAY47,0,PosteriorBulb
22166,6,1,HD233,pm7,r,1.8307470551152334,2017_02_22-HD233_SAY47,0,SidesOfTip
22167,6,1,HD233,pm7,r,1.8307470551152334,2017_02_22-HD233_SAY47,0,Tip
22168,7,1,HD233,pm7,r,1.5441337338306462,2017_02_22-HD233_SAY47,0,AnteriorBulb
22169,7,1,HD233,pm7,r,1.5441337338306462,2017_02_22-HD233_SAY47,0,PosteriorBulb
22170,7,1,HD233,pm7,r,1.5441337338306462,2017_02_22-HD233_SAY47,0,SidesOfTip
22171,7,1,HD233,pm7,r,1.5441337338306462,2017_02_22-HD233_SAY47,0,Tip
22172,8,1,HD233,pm7,r,1.4495896732939584,2017_02_22-HD233_SAY47,0,AnteriorBulb
22173,8,1,HD233,pm7,r,1.4495896732939584,2017_02_22-HD233_SAY47,0,PosteriorBulb
22174,8,1,HD233,pm7,r,1.4495896732939584,2017_02_22-HD233_SAY47,0,SidesOfTip
22175,8,1,HD233,pm7,r,1.4495896732939584,2017_02_22-HD233_SAY47,0,Tip
22176,9,1,HD233,pm7,r,1.5008078377562106,2017_02_22-HD233_SAY47,0,AnteriorBulb
22177,9,1,HD233,pm7,r,1.5008078377562106,2017_02_22-HD233_SAY47,0,PosteriorBulb
22178,9,1,HD233,pm7,r,1.5008078377562106,2017_02_22-HD233_SAY47,0,SidesOfTip
22179,9,1,HD233,pm7,r,1.5008078377562106,2017_02_22-HD233_SAY47,0,Tip
22180,10,1,HD233,pm7,r,1.571913577072992,2017_02_22-HD233_SAY47,0,AnteriorBulb
22181,10,1,HD233,pm7,r,1.571913577072992,2017_02_22-HD233_SAY47,3,PosteriorBulb
22182,10,1,HD233,pm7,r,1.571913577072992,2017_02_22-HD233_SAY47,0,SidesOfTip
22183,10,1,HD233,pm7,r,1.571913577072992,2017_02_22-HD233_SAY47,0,Tip
22184,11,1,HD233,pm7,r,1.4897950214129112,2017_02_22-HD233_SAY47,0,AnteriorBulb
22185,11,1,HD233,pm7,r,1.4897950214129112,2017_02_22-HD233_SAY47,0,PosteriorBulb
22186,11,1,HD233,pm7,r,1.4897950214129112,2017_02_22-HD233_SAY47,2,SidesOfTip
22187,11,1,HD233,pm7,r,1.4897950214129112,2017_02_22-HD233_SAY47,0,Tip
22188,12,1,HD233,pm7,r,1.647696396177499,2017_02_22-HD233_SAY47,2,AnteriorBulb
22189,12,1,HD233,pm7,r,1.647696396177499,2017_02_22-HD233_SAY47,0,PosteriorBulb
22190,12,1,HD233,pm7,r,1.647696396177499,2017_02_22-HD233_SAY47,0,SidesOfTip
22191,12,1,HD233,pm7,r,1.647696396177499,2017_02_22-HD233_SAY47,0,Tip
22192,13,1,HD233,pm7,r,1.6513275362058621,2017_02_22-HD233_SAY47,0,AnteriorBulb
22193,13,1,HD233,pm7,r,1.6513275362058621,2017_02_22-HD233_SAY47,0,PosteriorBulb
22194,13,1,HD233,pm7,r,1.6513275362058621,2017_02_22-HD233_SAY47,0,SidesOfTip
22195,13,1,HD233,pm7,r,1.6513275362058621,2017_02_22-HD233_SAY47,0,Tip
22196,14,1,HD233,pm7,r,1.6957025782581903,2017_02_22-HD233_SAY47,0,AnteriorBulb
22197,14,1,HD233,pm7,r,1.6957025782581903,2017_02_22-HD233_SAY47,0,PosteriorBulb
22198,14,1,HD233,pm7,r,1.6957025782581903,2017_02_22-HD233_SAY47,0,SidesOfTip
22199,14,1,HD233,pm7,r,1.6957025782581903,2017_02_22-HD233_SAY47,0,Tip
22200,15,1,HD233,pm7,r,1.5310922210213926,2017_02_22-HD233_SAY47,0,AnteriorBulb
22201,15,1,HD233,pm7,r,1.5310922210213926,2017_02_22-HD233_SAY47,0,PosteriorBulb
22202,15,1,HD233,pm7,r,1.5310922210213926,2017_02_22-HD233_SAY47,0,SidesOfTip
22203,15,1,HD233,pm7,r,1.5310922210213926,2017_02_22-HD233_SAY47,0,Tip
22204,16,1,HD233,pm7,r,1.6442516445377244,2017_02_22-HD233_SAY47,0,AnteriorBulb
22205,16,1,HD233,pm7,r,1.6442516445377244,2017_02_22-HD233_SAY47,0,PosteriorBulb
22206,16,1,HD233,pm7,r,1.6442516445377244,2017_02_22-HD233_SAY47,0,SidesOfTip
22207,16,1,HD233,pm7,r,1.6442516445377244,2017_02_22-HD233_SAY47,0,Tip
22208,17,1,HD233,pm7,r,1.6499060375338312,2017_02_22-HD233_SAY47,0,AnteriorBulb
22209,17,1,HD233,pm7,r,1.6499060375338312,2017_02_22-HD233_SAY47,0,PosteriorBulb
22210,17,1,HD233,pm7,r,1.6499060375338312,2017_02_22-HD233_SAY47,0,SidesOfTip
22211,17,1,HD233,pm7,r,1.6499060375338312,2017_02_22-HD233_SAY47,0,Tip
22212,18,1,HD233,pm7,r,1.5201453875635986,2017_02_22-HD233_SAY47,2,AnteriorBulb
22213,18,1,HD233,pm7,r,1.5201453875635986,2017_02_22-HD233_SAY47,3,PosteriorBulb
22214,18,1,HD233,pm7,r,1.5201453875635986,2017_02_22-HD233_SAY47,0,SidesOfTip
22215,18,1,HD233,pm7,r,1.5201453875635986,2017_02_22-HD233_SAY47,0,Tip
22216,19,1,HD233,pm7,r,1.6435034477078463,2017_02_22-HD233_SAY47,0,AnteriorBulb
22217,19,1,HD233,pm7,r,1.6435034477078463,2017_02_22-HD233_SAY47,0,PosteriorBulb
22218,19,1,HD233,pm7,r,1.6435034477078463,2017_02_22-HD233_SAY47,0,SidesOfTip
22219,19,1,HD233,pm7,r,1.6435034477078463,2017_02_22-HD233_SAY47,0,Tip
22220,20,1,HD233,pm7,r,1.6071685049812436,2017_02_22-HD233_SAY47,0,AnteriorBulb
22221,20,1,HD233,pm7,r,1.6071685049812436,2017_02_22-HD233_SAY47,0,PosteriorBulb
22222,20,1,HD233,pm7,r,1.6071685049812436,2017_02_22-HD233_SAY47,0,SidesOfTip
22223,20,1,HD233,pm7,r,1.6071685049812436,2017_02_22-HD233_SAY47,0,Tip
22224,21,1,HD233,pm7,r,1.5651903442722588,2017_02_22-HD233_SAY47,0,AnteriorBulb
22225,21,1,HD233,pm7,r,1.5651903442722588,2017_02_22-HD233_SAY47,0,PosteriorBulb
22226,21,1,HD233,pm7,r,1.5651903442722588,2017_02_22-HD233_SAY47,0,SidesOfTip
22227,21,1,HD233,pm7,r,1.5651903442722588,2017_02_22-HD233_SAY47,0,Tip
22228,22,1,HD233,pm7,r,1.4481772628345901,2017_02_22-HD233_SAY47,0,AnteriorBulb
22229,22,1,HD233,pm7,r,1.4481772628345901,2017_02_22-HD233_SAY47,0,PosteriorBulb
22230,22,1,HD233,pm7,r,1.4481772628345901,2017_02_22-HD233_SAY47,0,SidesOfTip
22231,22,1,HD233,pm7,r,1.4481772628345901,2017_02_22-HD233_SAY47,0,Tip
22232,23,1,HD233,pm7,r,1.646529346470509,2017_02_22-HD233_SAY47,0,AnteriorBulb
22233,23,1,HD233,pm7,r,1.646529346470509,2017_02_22-HD233_SAY47,0,PosteriorBulb
22234,23,1,HD233,pm7,r,1.646529346470509,2017_02_22-HD233_SAY47,0,SidesOfTip
22235,23,1,HD233,pm7,r,1.646529346470509,2017_02_22-HD233_SAY47,0,Tip
22236,24,1,HD233,pm7,r,1.724256250952557,2017_02_22-HD233_SAY47,0,AnteriorBulb
22237,24,1,HD233,pm7,r,1.724256250952557,2017_02_22-HD233_SAY47,0,PosteriorBulb
22238,24,1,HD233,pm7,r,1.724256250952557,2017_02_22-HD233_SAY47,0,SidesOfTip
22239,24,1,HD233,pm7,r,1.724256250952557,2017_02_22-HD233_SAY47,0,Tip
22240,25,1,HD233,pm7,r,1.6157129071624732,2017_02_22-HD233_SAY47,0,AnteriorBulb
22241,25,1,HD233,pm7,r,1.6157129071624732,2017_02_22-HD233_SAY47,0,PosteriorBulb
22242,25,1,HD233,pm7,r,1.6157129071624732,2017_02_22-HD233_SAY47,0,SidesOfTip
22243,25,1,HD233,pm7,r,1.6157129071624732,2017_02_22-HD233_SAY47,0,Tip
22244,26,1,HD233,pm7,r,1.6299412852959434,2017_02_22-HD233_SAY47,0,AnteriorBulb
22245,26,1,HD233,pm7,r,1.6299412852959434,2017_02_22-HD233_SAY47,0,PosteriorBulb
22246,26,1,HD233,pm7,r,1.6299412852959434,2017_02_22-HD233_SAY47,0,SidesOfTip
22247,26,1,HD233,pm7,r,1.6299412852959434,2017_02_22-HD233_SAY47,0,Tip
22248,27,1,HD233,pm7,r,1.6767660389241612,2017_02_22-HD233_SAY47,0,AnteriorBulb
22249,27,1,HD233,pm7,r,1.6767660389241612,2017_02_22-HD233_SAY47,0,PosteriorBulb
22250,27,1,HD233,pm7,r,1.6767660389241612,2017_02_22-HD233_SAY47,0,SidesOfTip
22251,27,1,HD233,pm7,r,1.6767660389241612,2017_02_22-HD233_SAY47,0,Tip
22252,28,1,HD233,pm7,r,1.494417963053778,2017_02_22-HD233_SAY47,0,AnteriorBulb
22253,28,1,HD233,pm7,r,1.494417963053778,2017_02_22-HD233_SAY47,0,PosteriorBulb
22254,28,1,HD233,pm7,r,1.494417963053778,2017_02_22-HD233_SAY47,0,SidesOfTip
22255,28,1,HD233,pm7,r,1.494417963053778,2017_02_22-HD233_SAY47,0,Tip
22256,29,1,HD233,pm7,r,1.6085107249796506,2017_02_22-HD233_SAY47,0,AnteriorBulb
22257,29,1,HD233,pm7,r,1.6085107249796506,2017_02_22-HD233_SAY47,0,PosteriorBulb
22258,29,1,HD233,pm7,r,1.6085107249796506,2017_02_22-HD233_SAY47,0,SidesOfTip
22259,29,1,HD233,pm7,r,1.6085107249796506,2017_02_22-HD233_SAY47,0,Tip
22260,30,1,HD233,pm7,r,1.5338610816673928,2017_02_22-HD233_SAY47,0,AnteriorBulb
22261,30,1,HD233,pm7,r,1.5338610816673928,2017_02_22-HD233_SAY47,0,PosteriorBulb
22262,30,1,HD233,pm7,r,1.5338610816673928,2017_02_22-HD233_SAY47,0,SidesOfTip
22263,30,1,HD233,pm7,r,1.5338610816673928,2017_02_22-HD233_SAY47,0,Tip
22264,31,1,HD233,pm7,r,1.8298305918879596,2017_02_22-HD233_SAY47,0,AnteriorBulb
22265,31,1,HD233,pm7,r,1.8298305918879596,2017_02_22-HD233_SAY47,0,PosteriorBulb
22266,31,1,HD233,pm7,r,1.8298305918879596,2017_02_22-HD233_SAY47,0,SidesOfTip
22267,31,1,HD233,pm7,r,1.8298305918879596,2017_02_22-HD233_SAY47,0,Tip
22268,32,1,HD233,pm7,r,1.5904240555420717,2017_02_22-HD233_SAY47,0,AnteriorBulb
22269,32,1,HD233,pm7,r,1.5904240555420717,2017_02_22-HD233_SAY47,0,PosteriorBulb
22270,32,1,HD233,pm7,r,1.5904240555420717,2017_02_22-HD233_SAY47,0,SidesOfTip
22271,32,1,HD233,pm7,r,1.5904240555420717,2017_02_22-HD233_SAY47,0,Tip
22272,33,1,HD233,pm7,r,1.6225661498074067,2017_02_22-HD233_SAY47,0,AnteriorBulb
22273,33,1,HD233,pm7,r,1.6225661498074067,2017_02_22-HD233_SAY47,0,PosteriorBulb
22274,33,1,HD233,pm7,r,1.6225661498074067,2017_02_22-HD233_SAY47,0,SidesOfTip
22275,33,1,HD233,pm7,r,1.6225661498074067,2017_02_22-HD233_SAY47,0,Tip
22276,34,1,HD233,pm7,r,1.7543784518360155,2017_02_22-HD233_SAY47,0,AnteriorBulb
22277,34,1,HD233,pm7,r,1.7543784518360155,2017_02_22-HD233_SAY47,0,PosteriorBulb
22278,34,1,HD233,pm7,r,1.7543784518360155,2017_02_22-HD233_SAY47,0,SidesOfTip
22279,34,1,HD233,pm7,r,1.7543784518360155,2017_02_22-HD233_SAY47,0,Tip
22280,35,1,HD233,pm7,r,1.5938127545730743,2017_02_22-HD233_SAY47,0,AnteriorBulb
22281,35,1,HD233,pm7,r,1.5938127545730743,2017_02_22-HD233_SAY47,0,PosteriorBulb
22282,35,1,HD233,pm7,r,1.5938127545730743,2017_02_22-HD233_SAY47,0,SidesOfTip
22283,35,1,HD233,pm7,r,1.5938127545730743,2017_02_22-HD233_SAY47,1,Tip
22284,36,1,HD233,pm7,r,1.56261399949555,2017_02_22-HD233_SAY47,0,AnteriorBulb
22285,36,1,HD233,pm7,r,1.56261399949555,2017_02_22-HD233_SAY47,0,PosteriorBulb
22286,36,1,HD233,pm7,r,1.56261399949555,2017_02_22-HD233_SAY47,0,SidesOfTip
22287,36,1,HD233,pm7,r,1.56261399949555,2017_02_22-HD233_SAY47,1,Tip
22288,37,1,HD233,pm7,r,1.5612509926105775,2017_02_22-HD233_SAY47,0,AnteriorBulb
22289,37,1,HD233,pm7,r,1.5612509926105775,2017_02_22-HD233_SAY47,0,PosteriorBulb
22290,37,1,HD233,pm7,r,1.5612509926105775,2017_02_22-HD233_SAY47,0,SidesOfTip
22291,37,1,HD233,pm7,r,1.5612509926105775,2017_02_22-HD233_SAY47,0,Tip
22292,38,1,HD233,pm7,r,1.3398339792083795,2017_02_22-HD233_SAY47,0,AnteriorBulb
22293,38,1,HD233,pm7,r,1.3398339792083795,2017_02_22-HD233_SAY47,0,PosteriorBulb
22294,38,1,HD233,pm7,r,1.3398339792083795,2017_02_22-HD233_SAY47,0,SidesOfTip
22295,38,1,HD233,pm7,r,1.3398339792083795,2017_02_22-HD233_SAY47,0,Tip
22296,39,1,HD233,pm7,r,1.6368328410064326,2017_02_22-HD233_SAY47,0,AnteriorBulb
22297,39,1,HD233,pm7,r,1.6368328410064326,2017_02_22-HD233_SAY47,0,PosteriorBulb
22298,39,1,HD233,pm7,r,1.6368328410064326,2017_02_22-HD233_SAY47,0,SidesOfTip
22299,39,1,HD233,pm7,r,1.6368328410064326,2017_02_22-HD233_SAY47,0,Tip
22300,40,1,HD233,pm7,r,1.53864703097935,2017_02_22-HD233_SAY47,0,AnteriorBulb
22301,40,1,HD233,pm7,r,1.53864703097935,2017_02_22-HD233_SAY47,0,PosteriorBulb
22302,40,1,HD233,pm7,r,1.53864703097935,2017_02_22-HD233_SAY47,0,SidesOfTip
22303,40,1,HD233,pm7,r,1.53864703097935,2017_02_22-HD233_SAY47,0,Tip
22304,41,1,HD233,pm7,r,1.4327859343487332,2017_02_22-HD233_SAY47,0,AnteriorBulb
22305,41,1,HD233,pm7,r,1.4327859343487332,2017_02_22-HD233_SAY47,0,PosteriorBulb
22306,41,1,HD233,pm7,r,1.4327859343487332,2017_02_22-HD233_SAY47,0,SidesOfTip
22307,41,1,HD233,pm7,r,1.4327859343487332,2017_02_22-HD233_SAY47,0,Tip
22308,42,1,HD233,pm7,r,1.4926564645688438,2017_02_22-HD233_SAY47,0,AnteriorBulb
22309,42,1,HD233,pm7,r,1.4926564645688438,2017_02_22-HD233_SAY47,0,PosteriorBulb
22310,42,1,HD233,pm7,r,1.4926564645688438,2017_02_22-HD233_SAY47,0,SidesOfTip
22311,42,1,HD233,pm7,r,1.4926564645688438,2017_02_22-HD233_SAY47,0,Tip
22312,43,1,HD233,pm7,r,1.5816917851180679,2017_02_22-HD233_SAY47,0,AnteriorBulb
22313,43,1,HD233,pm7,r,1.5816917851180679,2017_02_22-HD233_SAY47,0,PosteriorBulb
22314,43,1,HD233,pm7,r,1.5816917851180679,2017_02_22-HD233_SAY47,0,SidesOfTip
22315,43,1,HD233,pm7,r,1.5816917851180679,2017_02_22-HD233_SAY47,0,Tip
22316,44,1,HD233,pm7,r,1.4615830117542785,2017_02_22-HD233_SAY47,0,AnteriorBulb
22317,44,1,HD233,pm7,r,1.4615830117542785,2017_02_22-HD233_SAY47,0,PosteriorBulb
22318,44,1,HD233,pm7,r,1.4615830117542785,2017_02_22-HD233_SAY47,0,SidesOfTip
22319,44,1,HD233,pm7,r,1.4615830117542785,2017_02_22-HD233_SAY47,0,Tip
22320,45,1,HD233,pm7,r,1.6646809546628896,2017_02_22-HD233_SAY47,0,AnteriorBulb
22321,45,1,HD233,pm7,r,1.6646809546628896,2017_02_22-HD233_SAY47,0,PosteriorBulb
22322,45,1,HD233,pm7,r,1.6646809546628896,2017_02_22-HD233_SAY47,0,SidesOfTip
22323,45,1,HD233,pm7,r,1.6646809546628896,2017_02_22-HD233_SAY47,0,Tip
22324,46,1,HD233,pm7,r,1.622262341340665,2017_02_22-HD233_SAY47,0,AnteriorBulb
22325,46,1,HD233,pm7,r,1.622262341340665,2017_02_22-HD233_SAY47,0,PosteriorBulb
22326,46,1,HD233,pm7,r,1.622262341340665,2017_02_22-HD233_SAY47,0,SidesOfTip
22327,46,1,HD233,pm7,r,1.622262341340665,2017_02_22-HD233_SAY47,0,Tip
22328,47,1,HD233,pm7,r,1.6644374463541844,2017_02_22-HD233_SAY47,0,AnteriorBulb
22329,47,1,HD233,pm7,r,1.6644374463541844,2017_02_22-HD233_SAY47,0,PosteriorBulb
22330,47,1,HD233,pm7,r,1.6644374463541844,2017_02_22-HD233_SAY47,0,SidesOfTip
22331,47,1,HD233,pm7,r,1.6644374463541844,2017_02_22-HD233_SAY47,0,Tip
22332,48,1,HD233,pm7,r,1.6659586524759427,2017_02_22-HD233_SAY47,0,AnteriorBulb
22333,48,1,HD233,pm7,r,1.6659586524759427,2017_02_22-HD233_SAY47,0,PosteriorBulb
22334,48,1,HD233,pm7,r,1.6659586524759427,2017_02_22-HD233_SAY47,0,SidesOfTip
22335,48,1,HD233,pm7,r,1.6659586524759427,2017_02_22-HD233_SAY47,0,Tip
22336,49,1,HD233,pm7,r,1.6172472417467447,2017_02_22-HD233_SAY47,0,AnteriorBulb
22337,49,1,HD233,pm7,r,1.6172472417467447,2017_02_22-HD233_SAY47,0,PosteriorBulb
22338,49,1,HD233,pm7,r,1.6172472417467447,2017_02_22-HD233_SAY47,0,SidesOfTip
22339,49,1,HD233,pm7,r,1.6172472417467447,2017_02_22-HD233_SAY47,0,Tip
22340,50,1,HD233,pm7,r,1.4733391391694128,2017_02_22-HD233_SAY47,0,AnteriorBulb
22341,50,1,HD233,pm7,r,1.4733391391694128,2017_02_22-HD233_SAY47,0,PosteriorBulb
22342,50,1,HD233,pm7,r,1.4733391391694128,2017_02_22-HD233_SAY47,0,SidesOfTip
22343,50,1,HD233,pm7,r,1.4733391391694128,2017_02_22-HD233_SAY47,0,Tip
22344,51,1,HD233,pm7,r,1.5583071487264206,2017_02_22-HD233_SAY47,0,AnteriorBulb
22345,51,1,HD233,pm7,r,1.5583071487264206,2017_02_22-HD233_SAY47,0,PosteriorBulb
22346,51,1,HD233,pm7,r,1.5583071487264206,2017_02_22-HD233_SAY47,0,SidesOfTip
22347,51,1,HD233,pm7,r,1.5583071487264206,2017_02_22-HD233_SAY47,0,Tip
22348,52,1,HD233,pm7,r,1.528931672145345,2017_02_22-HD233_SAY47,0,AnteriorBulb
22349,52,1,HD233,pm7,r,1.528931672145345,2017_02_22-HD233_SAY47,0,PosteriorBulb
22350,52,1,HD233,pm7,r,1.528931672145345,2017_02_22-HD233_SAY47,0,SidesOfTip
22351,52,1,HD233,pm7,r,1.528931672145345,2017_02_22-HD233_SAY47,0,Tip
22352,53,1,HD233,pm7,r,1.6710384273450565,2017_02_22-HD233_SAY47,0,AnteriorBulb
22353,53,1,HD233,pm7,r,1.6710384273450565,2017_02_22-HD233_SAY47,0,PosteriorBulb
22354,53,1,HD233,pm7,r,1.6710384273450565,2017_02_22-HD233_SAY47,0,SidesOfTip
22355,53,1,HD233,pm7,r,1.6710384273450565,2017_02_22-HD233_SAY47,0,Tip
22356,54,1,HD233,pm7,r,1.561550661839158,2017_02_22-HD233_SAY47,0,AnteriorBulb
22357,54,1,HD233,pm7,r,1.561550661839158,2017_02_22-HD233_SAY47,0,PosteriorBulb
22358,54,1,HD233,pm7,r,1.561550661839158,2017_02_22-HD233_SAY47,0,SidesOfTip
22359,54,1,HD233,pm7,r,1.561550661839158,2017_02_22-HD233_SAY47,0,Tip
22360,55,1,HD233,pm7,r,1.607986606343387,2017_02_22-HD233_SAY47,0,AnteriorBulb
22361,55,1,HD233,pm7,r,1.607986606343387,2017_02_22-HD233_SAY47,0,PosteriorBulb
22362,55,1,HD233,pm7,r,1.607986606343387,2017_02_22-HD233_SAY47,0,SidesOfTip
22363,55,1,HD233,pm7,r,1.607986606343387,2017_02_22-HD233_SAY47,0,Tip
22364,56,1,HD233,pm7,r,1.8126539393110632,2017_02_22-HD233_SAY47,0,AnteriorBulb
22365,56,1,HD233,pm7,r,1.8126539393110632,2017_02_22-HD233_SAY47,0,PosteriorBulb
22366,56,1,HD233,pm7,r,1.8126539393110632,2017_02_22-HD233_SAY47,0,SidesOfTip
22367,56,1,HD233,pm7,r,1.8126539393110632,2017_02_22-HD233_SAY47,0,Tip
22368,57,1,HD233,pm7,r,1.5970401818631021,2017_02_22-HD233_SAY47,0,AnteriorBulb
22369,57,1,HD233,pm7,r,1.5970401818631021,2017_02_22-HD233_SAY47,0,PosteriorBulb
22370,57,1,HD233,pm7,r,1.5970401818631021,2017_02_22-HD233_SAY47,0,SidesOfTip
22371,57,1,HD233,pm7,r,1.5970401818631021,2017_02_22-HD233_SAY47,0,Tip
22372,58,1,HD233,pm7,r,1.5272565405437726,2017_02_22-HD233_SAY47,0,AnteriorBulb
22373,58,1,HD233,pm7,r,1.5272565405437726,2017_02_22-HD233_SAY47,0,PosteriorBulb
22374,58,1,HD233,pm7,r,1.5272565405437726,2017_02_22-HD233_SAY47,0,SidesOfTip
22375,58,1,HD233,pm7,r,1.5272565405437726,2017_02_22-HD233_SAY47,0,Tip
22376,59,1,HD233,pm7,r,1.6125725854570467,2017_02_22-HD233_SAY47,0,AnteriorBulb
22377,59,1,HD233,pm7,r,1.6125725854570467,2017_02_22-HD233_SAY47,0,PosteriorBulb
22378,59,1,HD233,pm7,r,1.6125725854570467,2017_02_22-HD233_SAY47,0,SidesOfTip
22379,59,1,HD233,pm7,r,1.6125725854570467,2017_02_22-HD233_SAY47,0,Tip
22380,60,1,SAY47,pm7,r,1.4141730567203676,2017_02_22-HD233_SAY47,0,AnteriorBulb
22381,60,1,SAY47,pm7,r,1.4141730567203676,2017_02_22-HD233_SAY47,0,PosteriorBulb
22382,60,1,SAY47,pm7,r,1.4141730567203676,2017_02_22-HD233_SAY47,0,SidesOfTip
22383,60,1,SAY47,pm7,r,1.4141730567203676,2017_02_22-HD233_SAY47,0,Tip
